"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"24/05/2024 20:00 - 24/05/2024 20:30","Ireland (IE)","4033.25","4000.00"
"24/05/2024 20:30 - 24/05/2024 21:00","Ireland (IE)","3997.80","3935.00"
"24/05/2024 21:00 - 24/05/2024 21:30","Ireland (IE)","3954.40","3882.00"
"24/05/2024 21:30 - 24/05/2024 22:00","Ireland (IE)","3909.73","3828.00"
"24/05/2024 22:00 - 24/05/2024 22:30","Ireland (IE)","3860.25","3767.00"
"24/05/2024 22:30 - 24/05/2024 23:00","Ireland (IE)","3806.22","3706.00"
"24/05/2024 23:00 - 24/05/2024 23:30","Ireland (IE)","3777.15","3677.00"
"24/05/2024 23:30 - 25/05/2024 00:00","Ireland (IE)","3676.17","3649.00"
"25/05/2024 00:00 - 25/05/2024 00:30","Ireland (IE)","3536.53","3604.00"
"25/05/2024 00:30 - 25/05/2024 01:00","Ireland (IE)","3428.64","3558.00"
"25/05/2024 01:00 - 25/05/2024 01:30","Ireland (IE)","3299.53","3500.00"
"25/05/2024 01:30 - 25/05/2024 02:00","Ireland (IE)","3267.79","3441.00"
"25/05/2024 02:00 - 25/05/2024 02:30","Ireland (IE)","3181.71","3397.00"
"25/05/2024 02:30 - 25/05/2024 03:00","Ireland (IE)","3120.19","3353.00"
"25/05/2024 03:00 - 25/05/2024 03:30","Ireland (IE)","3058.44","3328.00"
"25/05/2024 03:30 - 25/05/2024 04:00","Ireland (IE)","3063.44","3302.00"
"25/05/2024 04:00 - 25/05/2024 04:30","Ireland (IE)","3007.64","3282.00"
"25/05/2024 04:30 - 25/05/2024 05:00","Ireland (IE)","2978.46","3262.00"
"25/05/2024 05:00 - 25/05/2024 05:30","Ireland (IE)","2950.01","3259.00"
"25/05/2024 05:30 - 25/05/2024 06:00","Ireland (IE)","2889.90","3257.00"
"25/05/2024 06:00 - 25/05/2024 06:30","Ireland (IE)","2867.55","3304.00"
"25/05/2024 06:30 - 25/05/2024 07:00","Ireland (IE)","2823.63","3351.00"
"25/05/2024 07:00 - 25/05/2024 07:30","Ireland (IE)","2867.14","3467.00"
"25/05/2024 07:30 - 25/05/2024 08:00","Ireland (IE)","2949.53","3582.00"
"25/05/2024 08:00 - 25/05/2024 08:30","Ireland (IE)","3043.74","3601.00"
"25/05/2024 08:30 - 25/05/2024 09:00","Ireland (IE)","3192.03","3621.00"
"25/05/2024 09:00 - 25/05/2024 09:30","Ireland (IE)","3314.65","3696.00"
"25/05/2024 09:30 - 25/05/2024 10:00","Ireland (IE)","3423.09","3771.00"
"25/05/2024 10:00 - 25/05/2024 10:30","Ireland (IE)","3490.26","3825.00"
"25/05/2024 10:30 - 25/05/2024 11:00","Ireland (IE)","3557.49","3879.00"
"25/05/2024 11:00 - 25/05/2024 11:30","Ireland (IE)","3531.60","3900.00"
"25/05/2024 11:30 - 25/05/2024 12:00","Ireland (IE)","3613.32","3921.00"
"25/05/2024 12:00 - 25/05/2024 12:30","Ireland (IE)","3581.01","3927.00"
"25/05/2024 12:30 - 25/05/2024 13:00","Ireland (IE)","3571.06","3933.00"
"25/05/2024 13:00 - 25/05/2024 13:30","Ireland (IE)","3543.11","3910.00"
"25/05/2024 13:30 - 25/05/2024 14:00","Ireland (IE)","3556.71","3888.00"
"25/05/2024 14:00 - 25/05/2024 14:30","Ireland (IE)","3571.05","3862.00"
"25/05/2024 14:30 - 25/05/2024 15:00","Ireland (IE)","3552.70","3837.00"
"25/05/2024 15:00 - 25/05/2024 15:30","Ireland (IE)","3514.41","3823.00"
"25/05/2024 15:30 - 25/05/2024 16:00","Ireland (IE)","3541.06","3810.00"
"25/05/2024 16:00 - 25/05/2024 16:30","Ireland (IE)","3519.35","3826.00"
"25/05/2024 16:30 - 25/05/2024 17:00","Ireland (IE)","3507.52","3842.00"
"25/05/2024 17:00 - 25/05/2024 17:30","Ireland (IE)","3532.31","3875.00"
"25/05/2024 17:30 - 25/05/2024 18:00","Ireland (IE)","3540.21","3908.00"
"25/05/2024 18:00 - 25/05/2024 18:30","Ireland (IE)","3635.96","3913.00"
"25/05/2024 18:30 - 25/05/2024 19:00","Ireland (IE)","3733.28","3918.00"
"25/05/2024 19:00 - 25/05/2024 19:30","Ireland (IE)","3788.97","3878.00"
"25/05/2024 19:30 - 25/05/2024 20:00","Ireland (IE)","3800.46","3839.00"
"25/05/2024 20:00 - 25/05/2024 20:30","Ireland (IE)","3762.48","3774.00"
"25/05/2024 20:30 - 25/05/2024 21:00","Ireland (IE)","3690.62","3709.00"
"25/05/2024 21:00 - 25/05/2024 21:30","Ireland (IE)","3635.01","3675.00"
"25/05/2024 21:30 - 25/05/2024 22:00","Ireland (IE)","3586.08","3641.00"
"25/05/2024 22:00 - 25/05/2024 22:30","Ireland (IE)","3529.16","3640.00"
"25/05/2024 22:30 - 25/05/2024 23:00","Ireland (IE)","3506.42","3639.00"
"25/05/2024 23:00 - 25/05/2024 23:30","Ireland (IE)","3503.53","3598.00"
"25/05/2024 23:30 - 26/05/2024 00:00","Ireland (IE)","3402.23","3557.00"
"26/05/2024 00:00 - 26/05/2024 00:30","Ireland (IE)","3294.34","3494.00"
"26/05/2024 00:30 - 26/05/2024 01:00","Ireland (IE)","3206.14","3431.00"
"26/05/2024 01:00 - 26/05/2024 01:30","Ireland (IE)","3112.78","3390.00"
"26/05/2024 01:30 - 26/05/2024 02:00","Ireland (IE)","3087.02","3349.00"
"26/05/2024 02:00 - 26/05/2024 02:30","Ireland (IE)","3009.19","3312.00"
"26/05/2024 02:30 - 26/05/2024 03:00","Ireland (IE)","2961.94","3275.00"
"26/05/2024 03:00 - 26/05/2024 03:30","Ireland (IE)","2926.96","3253.00"
"26/05/2024 03:30 - 26/05/2024 04:00","Ireland (IE)","2931.32","3231.00"
"26/05/2024 04:00 - 26/05/2024 04:30","Ireland (IE)","2885.31","3212.00"
"26/05/2024 04:30 - 26/05/2024 05:00","Ireland (IE)","2860.17","3192.00"
"26/05/2024 05:00 - 26/05/2024 05:30","Ireland (IE)","2840.51","3185.00"
"26/05/2024 05:30 - 26/05/2024 06:00","Ireland (IE)","2828.49","3179.00"
"26/05/2024 06:00 - 26/05/2024 06:30","Ireland (IE)","2824.36","3214.00"
"26/05/2024 06:30 - 26/05/2024 07:00","Ireland (IE)","2785.74","3249.00"
"26/05/2024 07:00 - 26/05/2024 07:30","Ireland (IE)","2765.48","3337.00"
"26/05/2024 07:30 - 26/05/2024 08:00","Ireland (IE)","2824.44","3425.00"
"26/05/2024 08:00 - 26/05/2024 08:30","Ireland (IE)","2911.63","3468.00"
"26/05/2024 08:30 - 26/05/2024 09:00","Ireland (IE)","2996.63","3511.00"
"26/05/2024 09:00 - 26/05/2024 09:30","Ireland (IE)","3088.30","3563.00"
"26/05/2024 09:30 - 26/05/2024 10:00","Ireland (IE)","3216.68","3616.00"
"26/05/2024 10:00 - 26/05/2024 10:30","Ireland (IE)","3335.22","3625.00"
"26/05/2024 10:30 - 26/05/2024 11:00","Ireland (IE)","3429.16","3635.00"
"26/05/2024 11:00 - 26/05/2024 11:30","Ireland (IE)","3506.73","3668.00"
"26/05/2024 11:30 - 26/05/2024 12:00","Ireland (IE)","3545.98","3702.00"
"26/05/2024 12:00 - 26/05/2024 12:30","Ireland (IE)","3602.78","3737.00"
"26/05/2024 12:30 - 26/05/2024 13:00","Ireland (IE)","3598.22","3772.00"
"26/05/2024 13:00 - 26/05/2024 13:30","Ireland (IE)","3606.29","3781.00"
"26/05/2024 13:30 - 26/05/2024 14:00","Ireland (IE)","3620.24","3790.00"
"26/05/2024 14:00 - 26/05/2024 14:30","Ireland (IE)","3649.72","3773.00"
"26/05/2024 14:30 - 26/05/2024 15:00","Ireland (IE)","3579.94","3755.00"
"26/05/2024 15:00 - 26/05/2024 15:30","Ireland (IE)","3537.05","3738.00"
"26/05/2024 15:30 - 26/05/2024 16:00","Ireland (IE)","3485.35","3721.00"
"26/05/2024 16:00 - 26/05/2024 16:30","Ireland (IE)","3525.70","3728.00"
"26/05/2024 16:30 - 26/05/2024 17:00","Ireland (IE)","3521.55","3735.00"
"26/05/2024 17:00 - 26/05/2024 17:30","Ireland (IE)","3591.49","3761.00"
"26/05/2024 17:30 - 26/05/2024 18:00","Ireland (IE)","3601.14","3786.00"
"26/05/2024 18:00 - 26/05/2024 18:30","Ireland (IE)","3622.61","3785.00"
"26/05/2024 18:30 - 26/05/2024 19:00","Ireland (IE)","3700.93","3784.00"
"26/05/2024 19:00 - 26/05/2024 19:30","Ireland (IE)","3767.24","3759.00"
"26/05/2024 19:30 - 26/05/2024 20:00","Ireland (IE)","3792.26","3734.00"
"26/05/2024 20:00 - 26/05/2024 20:30","Ireland (IE)","3791.29","3690.00"
"26/05/2024 20:30 - 26/05/2024 21:00","Ireland (IE)","3799.91","3646.00"
"26/05/2024 21:00 - 26/05/2024 21:30","Ireland (IE)","3757.77","3650.00"
"26/05/2024 21:30 - 26/05/2024 22:00","Ireland (IE)","3707.59","3655.00"
"26/05/2024 22:00 - 26/05/2024 22:30","Ireland (IE)","3635.13","3635.00"
"26/05/2024 22:30 - 26/05/2024 23:00","Ireland (IE)","3573.58","3616.00"
"26/05/2024 23:00 - 26/05/2024 23:30","Ireland (IE)","3540.89","3561.00"
"26/05/2024 23:30 - 27/05/2024 00:00","Ireland (IE)","3427.07","3506.00"
"27/05/2024 00:00 - 27/05/2024 00:30","Ireland (IE)","3275.71","3425.00"
"27/05/2024 00:30 - 27/05/2024 01:00","Ireland (IE)","3165.90","3344.00"
"27/05/2024 01:00 - 27/05/2024 01:30","Ireland (IE)","3047.39","3295.00"
"27/05/2024 01:30 - 27/05/2024 02:00","Ireland (IE)","3014.54","3245.00"
"27/05/2024 02:00 - 27/05/2024 02:30","Ireland (IE)","2964.50","3218.00"
"27/05/2024 02:30 - 27/05/2024 03:00","Ireland (IE)","2914.53","3191.00"
"27/05/2024 03:00 - 27/05/2024 03:30","Ireland (IE)","2870.59","3182.00"
"27/05/2024 03:30 - 27/05/2024 04:00","Ireland (IE)","2886.53","3173.00"
"27/05/2024 04:00 - 27/05/2024 04:30","Ireland (IE)","2857.94","3168.00"
"27/05/2024 04:30 - 27/05/2024 05:00","Ireland (IE)","2836.98","3164.00"
"27/05/2024 05:00 - 27/05/2024 05:30","Ireland (IE)","2823.83","3178.00"
"27/05/2024 05:30 - 27/05/2024 06:00","Ireland (IE)","2826.90","3192.00"
"27/05/2024 06:00 - 27/05/2024 06:30","Ireland (IE)","2829.05","3278.00"
"27/05/2024 06:30 - 27/05/2024 07:00","Ireland (IE)","2849.94","3364.00"
"27/05/2024 07:00 - 27/05/2024 07:30","Ireland (IE)","2961.10","3506.00"
"27/05/2024 07:30 - 27/05/2024 08:00","Ireland (IE)","3158.13","3647.00"
"27/05/2024 08:00 - 27/05/2024 08:30","Ireland (IE)","3419.23","3845.00"
"27/05/2024 08:30 - 27/05/2024 09:00","Ireland (IE)","3711.28","4042.00"
"27/05/2024 09:00 - 27/05/2024 09:30","Ireland (IE)","3883.32","4128.00"
"27/05/2024 09:30 - 27/05/2024 10:00","Ireland (IE)","3974.88","4214.00"
"27/05/2024 10:00 - 27/05/2024 10:30","Ireland (IE)","3988.44","4215.00"
"27/05/2024 10:30 - 27/05/2024 11:00","Ireland (IE)","3984.00","4217.00"
"27/05/2024 11:00 - 27/05/2024 11:30","Ireland (IE)","3939.97","4206.00"
"27/05/2024 11:30 - 27/05/2024 12:00","Ireland (IE)","3854.38","4195.00"
"27/05/2024 12:00 - 27/05/2024 12:30","Ireland (IE)","3822.77","4196.00"
"27/05/2024 12:30 - 27/05/2024 13:00","Ireland (IE)","3855.14","4197.00"
"27/05/2024 13:00 - 27/05/2024 13:30","Ireland (IE)","3870.39","4184.00"
"27/05/2024 13:30 - 27/05/2024 14:00","Ireland (IE)","3881.28","4170.00"
"27/05/2024 14:00 - 27/05/2024 14:30","Ireland (IE)","3890.39","4153.00"
"27/05/2024 14:30 - 27/05/2024 15:00","Ireland (IE)","3805.50","4136.00"
"27/05/2024 15:00 - 27/05/2024 15:30","Ireland (IE)","3767.12","4150.00"
"27/05/2024 15:30 - 27/05/2024 16:00","Ireland (IE)","3819.26","4163.00"
"27/05/2024 16:00 - 27/05/2024 16:30","Ireland (IE)","3802.05","4211.00"
"27/05/2024 16:30 - 27/05/2024 17:00","Ireland (IE)","3773.49","4259.00"
"27/05/2024 17:00 - 27/05/2024 17:30","Ireland (IE)","3832.45","4311.00"
"27/05/2024 17:30 - 27/05/2024 18:00","Ireland (IE)","3964.59","4363.00"
"27/05/2024 18:00 - 27/05/2024 18:30","Ireland (IE)","4027.03","4345.00"
"27/05/2024 18:30 - 27/05/2024 19:00","Ireland (IE)","4063.51","4328.00"
"27/05/2024 19:00 - 27/05/2024 19:30","Ireland (IE)","4089.93","4244.00"
"27/05/2024 19:30 - 27/05/2024 20:00","Ireland (IE)","4067.29","4160.00"
"27/05/2024 20:00 - 27/05/2024 20:30","Ireland (IE)","4030.98","4076.00"
"27/05/2024 20:30 - 27/05/2024 21:00","Ireland (IE)","3995.72","3993.00"
"27/05/2024 21:00 - 27/05/2024 21:30","Ireland (IE)","3980.36","3941.00"
"27/05/2024 21:30 - 27/05/2024 22:00","Ireland (IE)","3960.36","3890.00"
"27/05/2024 22:00 - 27/05/2024 22:30","Ireland (IE)","3930.59","3822.00"
"27/05/2024 22:30 - 27/05/2024 23:00","Ireland (IE)","3875.45","3755.00"
"27/05/2024 23:00 - 27/05/2024 23:30","Ireland (IE)","3815.26","3701.00"
"27/05/2024 23:30 - 28/05/2024 00:00","Ireland (IE)","3682.67","3646.00"
"28/05/2024 00:00 - 28/05/2024 00:30","Ireland (IE)","3507.48","3573.00"
"28/05/2024 00:30 - 28/05/2024 01:00","Ireland (IE)","3342.03","3499.00"
"28/05/2024 01:00 - 28/05/2024 01:30","Ireland (IE)","3212.49","3428.00"
"28/05/2024 01:30 - 28/05/2024 02:00","Ireland (IE)","3150.16","3356.00"
"28/05/2024 02:00 - 28/05/2024 02:30","Ireland (IE)","3078.27","3325.00"
"28/05/2024 02:30 - 28/05/2024 03:00","Ireland (IE)","3032.17","3294.00"
"28/05/2024 03:00 - 28/05/2024 03:30","Ireland (IE)","2996.14","3284.00"
"28/05/2024 03:30 - 28/05/2024 04:00","Ireland (IE)","3006.45","3274.00"
"28/05/2024 04:00 - 28/05/2024 04:30","Ireland (IE)","2981.72","3268.00"
"28/05/2024 04:30 - 28/05/2024 05:00","Ireland (IE)","2957.15","3262.00"
"28/05/2024 05:00 - 28/05/2024 05:30","Ireland (IE)","2958.58","3272.00"
"28/05/2024 05:30 - 28/05/2024 06:00","Ireland (IE)","2959.96","3282.00"
"28/05/2024 06:00 - 28/05/2024 06:30","Ireland (IE)","2941.18","3363.00"
"28/05/2024 06:30 - 28/05/2024 07:00","Ireland (IE)","2942.24","3443.00"
"28/05/2024 07:00 - 28/05/2024 07:30","Ireland (IE)","3034.75","3586.00"
"28/05/2024 07:30 - 28/05/2024 08:00","Ireland (IE)","3233.33","3729.00"
"28/05/2024 08:00 - 28/05/2024 08:30","Ireland (IE)","3482.36","3920.00"
"28/05/2024 08:30 - 28/05/2024 09:00","Ireland (IE)","3738.22","4110.00"
"28/05/2024 09:00 - 28/05/2024 09:30","Ireland (IE)","3900.54","4187.00"
"28/05/2024 09:30 - 28/05/2024 10:00","Ireland (IE)","4005.30","4264.00"
"28/05/2024 10:00 - 28/05/2024 10:30","Ireland (IE)","3994.07","4259.00"
"28/05/2024 10:30 - 28/05/2024 11:00","Ireland (IE)","4024.76","4254.00"
"28/05/2024 11:00 - 28/05/2024 11:30","Ireland (IE)","3973.41","4235.00"
"28/05/2024 11:30 - 28/05/2024 12:00","Ireland (IE)","3989.04","4216.00"
"28/05/2024 12:00 - 28/05/2024 12:30","Ireland (IE)","3989.48","4211.00"
"28/05/2024 12:30 - 28/05/2024 13:00","Ireland (IE)","3978.89","4206.00"
"28/05/2024 13:00 - 28/05/2024 13:30","Ireland (IE)","3928.87","4187.00"
"28/05/2024 13:30 - 28/05/2024 14:00","Ireland (IE)","3964.68","4168.00"
"28/05/2024 14:00 - 28/05/2024 14:30","Ireland (IE)","3961.75","4144.00"
"28/05/2024 14:30 - 28/05/2024 15:00","Ireland (IE)","3838.83","4120.00"
"28/05/2024 15:00 - 28/05/2024 15:30","Ireland (IE)","3868.64","4131.00"
"28/05/2024 15:30 - 28/05/2024 16:00","Ireland (IE)","3819.20","4142.00"
"28/05/2024 16:00 - 28/05/2024 16:30","Ireland (IE)","3774.45","4182.00"
"28/05/2024 16:30 - 28/05/2024 17:00","Ireland (IE)","3884.03","4223.00"
"28/05/2024 17:00 - 28/05/2024 17:30","Ireland (IE)","3932.49","4282.00"
"28/05/2024 17:30 - 28/05/2024 18:00","Ireland (IE)","3959.94","4340.00"
"28/05/2024 18:00 - 28/05/2024 18:30","Ireland (IE)","4034.02","4321.00"
"28/05/2024 18:30 - 28/05/2024 19:00","Ireland (IE)","4158.88","4303.00"
"28/05/2024 19:00 - 28/05/2024 19:30","Ireland (IE)","4167.80","4227.00"
"28/05/2024 19:30 - 28/05/2024 20:00","Ireland (IE)","4075.99","4150.00"
"28/05/2024 20:00 - 28/05/2024 20:30","Ireland (IE)","4008.76","4077.00"
"28/05/2024 20:30 - 28/05/2024 21:00","Ireland (IE)","4016.99","4004.00"
"28/05/2024 21:00 - 28/05/2024 21:30","Ireland (IE)","3951.90","3956.00"
"28/05/2024 21:30 - 28/05/2024 22:00","Ireland (IE)","3925.22","3908.00"
"28/05/2024 22:00 - 28/05/2024 22:30","Ireland (IE)","3867.82","3842.00"
"28/05/2024 22:30 - 28/05/2024 23:00","Ireland (IE)","3790.12","3776.00"
"28/05/2024 23:00 - 28/05/2024 23:30","Ireland (IE)","3776.66","3706.00"
"28/05/2024 23:30 - 29/05/2024 00:00","Ireland (IE)","3636.86","3636.00"
"29/05/2024 00:00 - 29/05/2024 00:30","Ireland (IE)","3460.68","3576.00"
"29/05/2024 00:30 - 29/05/2024 01:00","Ireland (IE)","3325.95","3516.00"
"29/05/2024 01:00 - 29/05/2024 01:30","Ireland (IE)","3240.34","3450.00"
"29/05/2024 01:30 - 29/05/2024 02:00","Ireland (IE)","3179.85","3383.00"
"29/05/2024 02:00 - 29/05/2024 02:30","Ireland (IE)","3085.80","3349.00"
"29/05/2024 02:30 - 29/05/2024 03:00","Ireland (IE)","3027.83","3314.00"
"29/05/2024 03:00 - 29/05/2024 03:30","Ireland (IE)","3020.43","3302.00"
"29/05/2024 03:30 - 29/05/2024 04:00","Ireland (IE)","3011.78","3290.00"
"29/05/2024 04:00 - 29/05/2024 04:30","Ireland (IE)","2985.68","3283.00"
"29/05/2024 04:30 - 29/05/2024 05:00","Ireland (IE)","2965.57","3275.00"
"29/05/2024 05:00 - 29/05/2024 05:30","Ireland (IE)","2972.14","3288.00"
"29/05/2024 05:30 - 29/05/2024 06:00","Ireland (IE)","2961.86","3300.00"
"29/05/2024 06:00 - 29/05/2024 06:30","Ireland (IE)","2964.26","3379.00"
"29/05/2024 06:30 - 29/05/2024 07:00","Ireland (IE)","2972.85","3459.00"
"29/05/2024 07:00 - 29/05/2024 07:30","Ireland (IE)","3094.85","3603.00"
"29/05/2024 07:30 - 29/05/2024 08:00","Ireland (IE)","3295.66","3748.00"
"29/05/2024 08:00 - 29/05/2024 08:30","Ireland (IE)","3541.18","3936.00"
"29/05/2024 08:30 - 29/05/2024 09:00","Ireland (IE)","3826.70","4125.00"
"29/05/2024 09:00 - 29/05/2024 09:30","Ireland (IE)","3979.02","4204.00"
"29/05/2024 09:30 - 29/05/2024 10:00","Ireland (IE)","4060.07","4283.00"
"29/05/2024 10:00 - 29/05/2024 10:30","Ireland (IE)","4047.51","4272.00"
"29/05/2024 10:30 - 29/05/2024 11:00","Ireland (IE)","4044.65","4261.00"
"29/05/2024 11:00 - 29/05/2024 11:30","Ireland (IE)","4034.79","4239.00"
"29/05/2024 11:30 - 29/05/2024 12:00","Ireland (IE)","3978.29","4216.00"
"29/05/2024 12:00 - 29/05/2024 12:30","Ireland (IE)","3922.93","4210.00"
"29/05/2024 12:30 - 29/05/2024 13:00","Ireland (IE)","3899.41","4203.00"
"29/05/2024 13:00 - 29/05/2024 13:30","Ireland (IE)","3862.92","4182.00"
"29/05/2024 13:30 - 29/05/2024 14:00","Ireland (IE)","3886.99","4161.00"
"29/05/2024 14:00 - 29/05/2024 14:30","Ireland (IE)","3889.12","4139.00"
"29/05/2024 14:30 - 29/05/2024 15:00","Ireland (IE)","3795.92","4116.00"
"29/05/2024 15:00 - 29/05/2024 15:30","Ireland (IE)","3767.75","4129.00"
"29/05/2024 15:30 - 29/05/2024 16:00","Ireland (IE)","3800.57","4142.00"
"29/05/2024 16:00 - 29/05/2024 16:30","Ireland (IE)","3766.28","4183.00"
"29/05/2024 16:30 - 29/05/2024 17:00","Ireland (IE)","3881.37","4223.00"
"29/05/2024 17:00 - 29/05/2024 17:30","Ireland (IE)","3868.02","4281.00"
"29/05/2024 17:30 - 29/05/2024 18:00","Ireland (IE)","3927.82","4339.00"
"29/05/2024 18:00 - 29/05/2024 18:30","Ireland (IE)","4012.71","4311.00"
"29/05/2024 18:30 - 29/05/2024 19:00","Ireland (IE)","4034.86","4283.00"
"29/05/2024 19:00 - 29/05/2024 19:30","Ireland (IE)","4102.56","4214.00"
"29/05/2024 19:30 - 29/05/2024 20:00","Ireland (IE)","4080.96","4146.00"
"29/05/2024 20:00 - 29/05/2024 20:30","Ireland (IE)","4011.46","4074.00"
"29/05/2024 20:30 - 29/05/2024 21:00","Ireland (IE)","3951.33","4003.00"
"29/05/2024 21:00 - 29/05/2024 21:30","Ireland (IE)","3921.81","3954.00"
"29/05/2024 21:30 - 29/05/2024 22:00","Ireland (IE)","3902.37","3905.00"
"29/05/2024 22:00 - 29/05/2024 22:30","Ireland (IE)","3831.94","3839.00"
"29/05/2024 22:30 - 29/05/2024 23:00","Ireland (IE)","3770.55","3773.00"
"29/05/2024 23:00 - 29/05/2024 23:30","Ireland (IE)","3698.38","3702.00"
"29/05/2024 23:30 - 30/05/2024 00:00","Ireland (IE)","3609.56","3631.00"
"30/05/2024 00:00 - 30/05/2024 00:30","Ireland (IE)","3454.73","3580.00"
"30/05/2024 00:30 - 30/05/2024 01:00","Ireland (IE)","3322.26","3529.00"
"30/05/2024 01:00 - 30/05/2024 01:30","Ireland (IE)","3188.87","3462.00"
"30/05/2024 01:30 - 30/05/2024 02:00","Ireland (IE)","3118.38","3396.00"
"30/05/2024 02:00 - 30/05/2024 02:30","Ireland (IE)","3063.63","3359.00"
"30/05/2024 02:30 - 30/05/2024 03:00","Ireland (IE)","3013.99","3322.00"
"30/05/2024 03:00 - 30/05/2024 03:30","Ireland (IE)","2978.69","3309.00"
"30/05/2024 03:30 - 30/05/2024 04:00","Ireland (IE)","2999.80","3296.00"
"30/05/2024 04:00 - 30/05/2024 04:30","Ireland (IE)","2980.18","3289.00"
"30/05/2024 04:30 - 30/05/2024 05:00","Ireland (IE)","2961.64","3283.00"
"30/05/2024 05:00 - 30/05/2024 05:30","Ireland (IE)","2952.19","3293.00"
"30/05/2024 05:30 - 30/05/2024 06:00","Ireland (IE)","2934.28","3304.00"
"30/05/2024 06:00 - 30/05/2024 06:30","Ireland (IE)","3023.61","3382.00"
"30/05/2024 06:30 - 30/05/2024 07:00","Ireland (IE)","2999.22","3459.00"
"30/05/2024 07:00 - 30/05/2024 07:30","Ireland (IE)","3082.04","3605.00"
"30/05/2024 07:30 - 30/05/2024 08:00","Ireland (IE)","3216.82","3751.00"
"30/05/2024 08:00 - 30/05/2024 08:30","Ireland (IE)","3447.38","3936.00"
"30/05/2024 08:30 - 30/05/2024 09:00","Ireland (IE)","3718.19","4122.00"
"30/05/2024 09:00 - 30/05/2024 09:30","Ireland (IE)","3892.57","4199.00"
"30/05/2024 09:30 - 30/05/2024 10:00","Ireland (IE)","3959.15","4276.00"
"30/05/2024 10:00 - 30/05/2024 10:30","Ireland (IE)","4014.29","4268.00"
"30/05/2024 10:30 - 30/05/2024 11:00","Ireland (IE)","3959.39","4260.00"
"30/05/2024 11:00 - 30/05/2024 11:30","Ireland (IE)","3928.33","4238.00"
"30/05/2024 11:30 - 30/05/2024 12:00","Ireland (IE)","3871.27","4216.00"
"30/05/2024 12:00 - 30/05/2024 12:30","Ireland (IE)","3891.60","4209.00"
"30/05/2024 12:30 - 30/05/2024 13:00","Ireland (IE)","3873.00","4201.00"
"30/05/2024 13:00 - 30/05/2024 13:30","Ireland (IE)","3799.42","4179.00"
"30/05/2024 13:30 - 30/05/2024 14:00","Ireland (IE)","3844.10","4156.00"
"30/05/2024 14:00 - 30/05/2024 14:30","Ireland (IE)","3786.12","4136.00"
"30/05/2024 14:30 - 30/05/2024 15:00","Ireland (IE)","3711.58","4116.00"
"30/05/2024 15:00 - 30/05/2024 15:30","Ireland (IE)","3723.11","4128.00"
"30/05/2024 15:30 - 30/05/2024 16:00","Ireland (IE)","3772.86","4139.00"
"30/05/2024 16:00 - 30/05/2024 16:30","Ireland (IE)","3829.41","4184.00"
"30/05/2024 16:30 - 30/05/2024 17:00","Ireland (IE)","3896.49","4229.00"
"30/05/2024 17:00 - 30/05/2024 17:30","Ireland (IE)","3899.56","4276.00"
"30/05/2024 17:30 - 30/05/2024 18:00","Ireland (IE)","3934.49","4324.00"
"30/05/2024 18:00 - 30/05/2024 18:30","Ireland (IE)","3999.04","4303.00"
"30/05/2024 18:30 - 30/05/2024 19:00","Ireland (IE)","4033.48","4283.00"
"30/05/2024 19:00 - 30/05/2024 19:30","Ireland (IE)","4063.75","4219.00"
"30/05/2024 19:30 - 30/05/2024 20:00","Ireland (IE)","4067.97","4156.00"
"30/05/2024 20:00 - 30/05/2024 20:30","Ireland (IE)","4001.61","4085.00"
"30/05/2024 20:30 - 30/05/2024 21:00","Ireland (IE)","3953.88","4013.00"
"30/05/2024 21:00 - 30/05/2024 21:30","Ireland (IE)","3919.60","3964.00"
"30/05/2024 21:30 - 30/05/2024 22:00","Ireland (IE)","3897.97","3914.00"
"30/05/2024 22:00 - 30/05/2024 22:30","Ireland (IE)","3882.57","3844.00"
"30/05/2024 22:30 - 30/05/2024 23:00","Ireland (IE)","3810.96","3774.00"
"30/05/2024 23:00 - 30/05/2024 23:30","Ireland (IE)","3777.11","3704.00"
"30/05/2024 23:30 - 31/05/2024 00:00","Ireland (IE)","3683.69","3635.00"
"31/05/2024 00:00 - 31/05/2024 00:30","Ireland (IE)","3534.88","3585.00"
"31/05/2024 00:30 - 31/05/2024 01:00","Ireland (IE)","3417.09","3536.00"
"31/05/2024 01:00 - 31/05/2024 01:30","Ireland (IE)","3266.01","3469.00"
"31/05/2024 01:30 - 31/05/2024 02:00","Ireland (IE)","3216.21","3403.00"
"31/05/2024 02:00 - 31/05/2024 02:30","Ireland (IE)","3126.66","3365.00"
"31/05/2024 02:30 - 31/05/2024 03:00","Ireland (IE)","3073.90","3327.00"
"31/05/2024 03:00 - 31/05/2024 03:30","Ireland (IE)","3020.02","3311.00"
"31/05/2024 03:30 - 31/05/2024 04:00","Ireland (IE)","3014.80","3294.00"
"31/05/2024 04:00 - 31/05/2024 04:30","Ireland (IE)","2985.59","3285.00"
"31/05/2024 04:30 - 31/05/2024 05:00","Ireland (IE)","2962.94","3276.00"
"31/05/2024 05:00 - 31/05/2024 05:30","Ireland (IE)","2957.37","3288.00"
